	Event_Time	Start_Time	Cause	Growth_Factor	Clone	Progenitor	Generation
1282	7.60E-01	7.33E+05	0	1	1	2	1
1283	8.93E-01	7.33E+05	0	1	1	3	1
1	3.56E-01	7.33E+05	1	1	2	1	0
2	3.33E+00	7.33E+05	1	1	2	4	2
3	9.24E-02	7.33E+05	1	1	3	1	0
6	1.40E+00	7.33E+05	1	1	4	5	2
4	1.40E+00	7.33E+05	1	1	4	6	2
5	1.46E+00	7.33E+05	1	1	4	7	2
8	1.68E+00	7.33E+05	1	1	4	8	3
7	1.76E+00	7.33E+05	1	1	4	9	3
1702	8.33E-01	7.33E+05	2	1	5	2	1
1284	4.76E-01	7.33E+05	0	1	5	3	1
9	1.74E-01	7.33E+05	1	1	6	1	0
10	1.74E-01	7.33E+05	1	1	7	1	0
11	1.74E-01	7.33E+05	1	1	8	1	0
1703	1.01E+00	7.33E+05	2	1	9	1	0
12	1.74E-01	7.33E+05	1	1	10	1	0
1704	1.11E+00	7.33E+05	2	1	11	2	1
1705	1.36E+00	7.33E+05	2	1	11	3	1
1706	1.91E+00	7.33E+05	2	1	12	10	3
1285	2.44E+00	7.33E+05	0	1	12	14	3
13	2.98E+00	7.33E+05	1	1	12	30	4
14	2.98E+00	7.33E+05	1	1	12	31	4
22	2.63E+00	7.33E+05	1	1	12	32	5
32	2.63E+00	7.33E+05	1	1	12	33	5
33	2.63E+00	7.33E+05	1	1	12	34	5
1707	2.69E+00	7.33E+05	2	1	12	35	5
23	2.98E+00	7.33E+05	1	1	12	44	5
16	2.98E+00	7.33E+05	1	1	12	45	5
30	2.98E+00	7.33E+05	1	1	12	46	5
18	2.98E+00	7.33E+05	1	1	12	47	5
25	3.34E+00	7.33E+05	1	1	12	48	5
28	3.34E+00	7.33E+05	1	1	12	49	5
29	3.34E+00	7.33E+05	1	1	12	50	5
19	3.34E+00	7.33E+05	1	1	12	51	5
20	3.34E+00	7.33E+05	1	1	12	52	5
21	3.34E+00	7.33E+05	1	1	12	53	5
24	3.34E+00	7.33E+05	1	1	12	54	5
26	3.34E+00	7.33E+05	1	1	12	55	5
27	3.01E+00	7.33E+05	1	1	12	60	5
31	3.01E+00	7.33E+05	1	1	12	61	5
17	3.13E+00	7.33E+05	1	1	12	62	5
15	3.13E+00	7.33E+05	1	1	12	63	5
48	3.01E+00	7.33E+05	1	1	12	64	6
52	3.01E+00	7.33E+05	1	1	12	65	6
50	3.09E+00	7.33E+05	1	1	12	66	6
46	3.09E+00	7.33E+05	1	1	12	67	6
38	3.34E+00	7.33E+05	1	1	12	72	6
41	3.34E+00	7.33E+05	1	1	12	73	6
1709	3.39E+00	7.33E+05	2	1	12	74	6
1708	3.33E+00	7.33E+05	2	1	12	75	6
42	3.25E+00	7.33E+05	1	1	12	76	6
43	3.25E+00	7.33E+05	1	1	12	77	6
47	3.25E+00	7.33E+05	1	1	12	78	6
53	2.98E+00	7.33E+05	1	1	12	79	6
37	3.15E+00	7.33E+05	1	1	12	94	6
39	3.15E+00	7.33E+05	1	1	12	95	6
36	3.46E+00	7.33E+05	1	1	12	102	6
49	3.46E+00	7.33E+05	1	1	12	103	6
44	3.43E+00	7.33E+05	1	1	12	106	6
40	3.43E+00	7.33E+05	1	1	12	107	6
45	3.52E+00	7.33E+05	1	1	12	110	6
51	3.52E+00	7.33E+05	1	1	12	111	6
35	3.56E+00	7.33E+05	1	1	12	120	6
34	3.56E+00	7.33E+05	1	1	12	121	6
56	3.58E+00	7.33E+05	1	1	12	152	7
58	3.58E+00	7.33E+05	1	1	12	153	7
57	4.02E+00	7.33E+05	1	1	12	208	7
55	4.02E+00	7.33E+05	1	1	12	209	7
54	4.26E+00	7.33E+05	1	1	12	218	7
1710	9.15E-01	7.33E+05	2	1	13	1	0
60	8.75E-01	7.33E+05	1	1	14	2	1
59	8.75E-01	7.33E+05	1	1	14	3	1
61	2.59E-01	7.33E+05	1	1	15	1	0
62	4.44E-01	7.33E+05	1	1	15	2	1
1711	1.29E+00	7.33E+05	2	1	16	3	1
64	3.61E+00	7.33E+05	1	1	16	32	5
66	3.61E+00	7.33E+05	1	1	16	33	5
65	3.61E+00	7.33E+05	1	1	16	34	5
63	3.61E+00	7.33E+05	1	1	16	35	5
67	3.96E+00	7.33E+05	1	1	16	45	5
69	3.86E+00	7.33E+05	1	1	16	66	6
68	3.84E+00	7.33E+05	1	1	16	68	6
70	3.84E+00	7.33E+05	1	1	16	69	6
75	3.79E+00	7.33E+05	1	1	16	70	6
80	3.79E+00	7.33E+05	1	1	16	71	6
76	4.22E+00	7.33E+05	1	1	16	72	6
79	4.22E+00	7.33E+05	1	1	16	73	6
78	4.22E+00	7.33E+05	1	1	16	74	6
74	4.22E+00	7.33E+05	1	1	16	75	6
1714	4.46E+00	7.33E+05	2	1	16	76	6
1713	4.35E+00	7.33E+05	2	1	16	77	6
87	4.49E+00	7.33E+05	1	1	16	80	6
85	4.49E+00	7.33E+05	1	1	16	81	6
86	4.49E+00	7.33E+05	1	1	16	82	6
88	4.49E+00	7.33E+05	1	1	16	83	6
83	4.57E+00	7.33E+05	1	1	16	84	6
84	4.57E+00	7.33E+05	1	1	16	85	6
1715	4.87E+00	7.33E+05	2	1	16	86	6
1712	4.29E+00	7.33E+05	2	1	16	87	6
72	4.31E+00	7.33E+05	1	1	16	88	6
77	4.31E+00	7.33E+05	1	1	16	89	6
82	4.49E+00	7.33E+05	1	1	16	92	6
81	4.49E+00	7.33E+05	1	1	16	93	6
73	4.31E+00	7.33E+05	1	1	16	94	6
71	4.31E+00	7.33E+05	1	1	16	95	6
95	4.57E+00	7.33E+05	1	1	16	134	7
109	4.34E+00	7.33E+05	1	1	16	140	7
108	4.34E+00	7.33E+05	1	1	16	141	7
116	4.40E+00	7.33E+05	1	1	16	142	7
89	4.40E+00	7.33E+05	1	1	16	143	7
98	4.49E+00	7.33E+05	1	1	16	146	7
97	4.49E+00	7.33E+05	1	1	16	147	7
106	4.40E+00	7.33E+05	1	1	16	150	7
105	4.40E+00	7.33E+05	1	1	16	151	7
119	4.83E+00	7.33E+05	1	1	16	156	7
1286	4.57E+00	7.33E+05	0	1	16	157	7
118	4.83E+00	7.33E+05	1	1	16	158	7
113	4.83E+00	7.33E+05	1	1	16	159	7
103	4.92E+00	7.33E+05	1	1	16	162	7
90	4.92E+00	7.33E+05	1	1	16	163	7
102	5.01E+00	7.33E+05	1	1	16	164	7
101	5.01E+00	7.33E+05	1	1	16	165	7
104	5.02E+00	7.33E+05	1	1	16	166	7
100	5.02E+00	7.33E+05	1	1	16	167	7
96	5.05E+00	7.33E+05	1	1	16	170	7
94	5.05E+00	7.33E+05	1	1	16	171	7
110	4.43E+00	7.33E+05	1	1	16	178	7
120	4.43E+00	7.33E+05	1	1	16	179	7
99	4.65E+00	7.33E+05	1	1	16	182	7
92	4.65E+00	7.33E+05	1	1	16	183	7
91	4.52E+00	7.33E+05	1	1	16	184	7
93	4.52E+00	7.33E+05	1	1	16	185	7
117	4.51E+00	7.33E+05	1	1	16	186	7
111	4.51E+00	7.33E+05	1	1	16	187	7
112	4.43E+00	7.33E+05	1	1	16	188	7
115	4.43E+00	7.33E+05	1	1	16	189	7
107	4.40E+00	7.33E+05	1	1	16	190	7
114	4.40E+00	7.33E+05	1	1	16	191	7
121	2.59E-01	7.33E+05	1	1	17	1	0
122	4.20E-01	7.33E+05	1	1	17	2	1
124	1.05E+00	7.33E+05	1	1	18	2	1
123	1.05E+00	7.33E+05	1	1	18	3	1
1717	1.40E+00	7.33E+05	2	1	19	2	1
1716	8.68E-01	7.33E+05	2	1	19	3	1
125	1.25E+00	7.33E+05	1	1	20	4	2
126	1.25E+00	7.33E+05	1	1	20	5	2
127	1.25E+00	7.33E+05	1	1	20	6	2
128	1.25E+00	7.33E+05	1	1	20	7	2
130	1.37E+00	7.33E+05	1	1	20	8	3
129	1.37E+00	7.33E+05	1	1	20	9	3
135	1.85E+00	7.33E+05	1	1	20	16	4
134	1.85E+00	7.33E+05	1	1	20	17	4
136	2.02E+00	7.33E+05	1	1	20	24	4
133	2.02E+00	7.33E+05	1	1	20	25	4
132	2.19E+00	7.33E+05	1	1	20	28	4
131	2.19E+00	7.33E+05	1	1	20	29	4
1718	8.42E-01	7.33E+05	2	1	21	2	1
137	1.10E+00	7.33E+05	1	1	21	3	1
1719	2.93E+00	7.33E+05	2	1	22	9	3
138	3.14E+00	7.33E+05	1	1	22	16	4
141	3.14E+00	7.33E+05	1	1	22	17	4
1287	3.74E+00	7.33E+05	0	1	22	20	4
139	2.88E+00	7.33E+05	1	1	22	26	4
142	2.88E+00	7.33E+05	1	1	22	27	4
145	3.14E+00	7.33E+05	1	1	22	28	4
143	2.88E+00	7.33E+05	1	1	22	29	4
140	3.14E+00	7.33E+05	1	1	22	30	4
144	3.14E+00	7.33E+05	1	1	22	31	4
149	3.52E+00	7.33E+05	1	1	22	34	5
161	3.52E+00	7.33E+05	1	1	22	35	5
153	3.86E+00	7.33E+05	1	1	22	42	5
150	3.86E+00	7.33E+05	1	1	22	43	5
160	3.77E+00	7.33E+05	1	1	22	44	5
165	3.77E+00	7.33E+05	1	1	22	45	5
151	3.77E+00	7.33E+05	1	1	22	46	5
164	3.77E+00	7.33E+05	1	1	22	47	5
146	3.33E+00	7.33E+05	1	1	22	48	5
166	3.33E+00	7.33E+05	1	1	22	49	5
163	3.33E+00	7.33E+05	1	1	22	50	5
159	3.33E+00	7.33E+05	1	1	22	51	5
155	3.18E+00	7.33E+05	1	1	22	52	5
148	3.18E+00	7.33E+05	1	1	22	53	5
152	3.21E+00	7.33E+05	1	1	22	54	5
167	3.21E+00	7.33E+05	1	1	22	55	5
157	3.22E+00	7.33E+05	1	1	22	58	5
154	3.22E+00	7.33E+05	1	1	22	59	5
162	3.24E+00	7.33E+05	1	1	22	60	5
156	3.24E+00	7.33E+05	1	1	22	61	5
158	3.27E+00	7.33E+05	1	1	22	62	5
147	3.27E+00	7.33E+05	1	1	22	63	5
168	3.85E+00	7.33E+05	1	1	22	116	6
169	3.85E+00	7.33E+05	1	1	22	117	6
171	4.02E+00	7.33E+05	1	1	22	120	6
170	4.02E+00	7.33E+05	1	1	22	121	6
173	3.87E+00	7.33E+05	1	1	22	122	6
172	3.87E+00	7.33E+05	1	1	22	123	6
176	1.26E+00	7.33E+05	1	1	23	4	2
177	1.26E+00	7.33E+05	1	1	23	5	2
174	1.26E+00	7.33E+05	1	1	23	6	2
175	1.26E+00	7.33E+05	1	1	23	7	2
180	2.12E+00	7.33E+05	1	1	23	16	4
178	2.12E+00	7.33E+05	1	1	23	17	4
184	2.04E+00	7.33E+05	1	1	23	18	4
183	2.04E+00	7.33E+05	1	1	23	19	4
182	1.84E+00	7.33E+05	1	1	23	26	4
181	1.97E+00	7.33E+05	1	1	23	28	4
179	1.97E+00	7.33E+05	1	1	23	29	4
1720	1.31E+00	7.33E+05	2	1	24	3	1
187	2.98E+00	7.33E+05	1	1	24	16	4
188	2.98E+00	7.33E+05	1	1	24	17	4
189	2.98E+00	7.33E+05	1	1	24	18	4
185	2.98E+00	7.33E+05	1	1	24	19	4
186	2.98E+00	7.33E+05	1	1	24	22	4
190	4.65E-01	7.33E+05	1	1	25	1	0
192	6.41E-01	7.33E+05	1	1	26	2	1
191	6.41E-01	7.33E+05	1	1	26	3	1
193	8.16E-01	7.33E+05	1	1	27	1	0
194	1.17E-01	7.33E+05	1	1	28	1	0
1721	1.05E+00	7.33E+05	2	1	29	2	1
1722	1.27E+00	7.33E+05	2	1	29	3	1
195	2.02E-01	7.33E+05	1	1	30	1	0
1723	7.34E-01	7.33E+05	2	1	31	1	0
196	1.16E+00	7.33E+05	1	1	32	2	1
197	1.16E+00	7.33E+05	1	1	32	3	1
199	6.15E-01	7.33E+05	1	1	33	2	1
198	6.15E-01	7.33E+05	1	1	33	3	1
200	1.84E-01	7.33E+05	1	1	34	1	0
201	7.98E-01	7.33E+05	1	1	35	3	1
203	9.72E-01	7.33E+05	1	1	35	4	2
202	9.72E-01	7.33E+05	1	1	35	5	2
1724	8.91E-01	7.33E+05	2	1	36	1	0
1726	1.28E+00	7.33E+05	2	1	37	2	1
1725	9.80E-01	7.33E+05	2	1	37	3	1
204	2.80E-01	7.33E+05	1	1	38	1	0
1728	7.74E-01	7.33E+05	2	1	39	2	1
1727	5.38E-01	7.33E+05	2	1	39	3	1
205	1.24E+00	7.33E+05	1	1	40	2	1
206	1.69E+00	7.33E+05	1	1	40	3	1
1730	1.09E+00	7.33E+05	2	1	41	2	1
1729	9.94E-01	7.33E+05	2	1	41	3	1
1732	8.68E-01	7.33E+05	2	1	42	2	1
1731	8.21E-01	7.33E+05	2	1	42	3	1
1733	1.09E+00	7.33E+05	2	1	43	2	1
1734	1.16E+00	7.33E+05	2	1	43	3	1
207	9.32E-01	7.33E+05	1	1	44	1	0
1288	8.72E-01	7.33E+05	0	1	45	2	1
1735	1.18E+00	7.33E+05	2	1	45	6	2
1736	1.22E+00	7.33E+05	2	1	45	7	2
208	1.30E+00	7.33E+05	1	1	46	1	0
210	8.76E-01	7.33E+05	1	1	47	2	1
209	1.17E+00	7.33E+05	1	1	47	3	1
212	3.66E-01	7.33E+05	1	1	48	2	1
211	3.66E-01	7.33E+05	1	1	48	3	1
1737	1.56E+00	7.33E+05	2	1	49	2	1
213	1.30E+00	7.33E+05	1	1	49	3	1
214	1.58E+00	7.33E+05	1	1	50	4	2
215	1.58E+00	7.33E+05	1	1	50	5	2
217	1.75E+00	7.33E+05	1	1	50	12	3
219	1.64E+00	7.33E+05	1	1	50	13	3
218	1.83E+00	7.33E+05	1	1	50	14	3
216	1.58E+00	7.33E+05	1	1	50	15	3
1289	8.97E-01	7.33E+05	0	1	51	2	1
220	9.38E-01	7.33E+05	1	1	51	3	1
222	6.52E-01	7.33E+05	1	1	52	2	1
221	6.52E-01	7.33E+05	1	1	52	3	1
224	1.56E+00	7.33E+05	1	1	53	2	1
223	1.56E+00	7.33E+05	1	1	53	3	1
1738	1.99E+00	7.33E+05	2	1	54	2	1
1739	2.03E+00	7.33E+05	2	1	54	3	1
225	1.39E+00	7.33E+05	1	1	55	2	1
226	1.43E+00	7.33E+05	1	1	55	3	1
228	8.88E-01	7.33E+05	1	1	56	2	1
227	8.90E-01	7.33E+05	1	1	56	3	1
229	9.86E-01	7.33E+05	1	1	57	3	1
231	1.81E+00	7.33E+05	1	1	57	4	2
230	1.71E+00	7.33E+05	1	1	57	5	2
233	1.31E+00	7.33E+05	1	1	58	2	1
232	8.17E-01	7.33E+05	1	1	58	3	1
235	8.20E-01	7.33E+05	1	1	59	2	1
234	8.82E-01	7.33E+05	1	1	59	3	1
236	8.75E-01	7.33E+05	1	1	60	1	0
237	6.29E-01	7.33E+05	1	1	61	2	1
238	6.29E-01	7.33E+05	1	1	61	3	1
239	6.29E-01	7.33E+05	1	1	62	1	0
240	6.29E-01	7.33E+05	1	1	63	1	0
241	6.29E-01	7.33E+05	1	1	64	1	0
1740	6.85E-01	7.33E+05	2	1	65	1	0
243	1.23E+00	7.33E+05	1	1	66	2	1
242	1.39E+00	7.33E+05	1	1	66	3	1
245	6.29E-01	7.33E+05	1	1	67	2	1
244	6.29E-01	7.33E+05	1	1	67	3	1
247	6.29E-01	7.33E+05	1	1	68	2	1
246	6.29E-01	7.33E+05	1	1	68	3	1
248	1.46E+00	7.33E+05	1	1	69	2	1
249	1.46E+00	7.33E+05	1	1	69	3	1
1290	2.04E+00	7.33E+05	0	1	70	2	1
1741	3.39E+00	7.33E+05	2	1	70	7	2
1742	6.58E+00	7.33E+05	2	1	70	208	7
1291	6.36E+00	7.33E+05	0	1	70	209	7
1743	6.69E-01	7.33E+05	2	1	71	1	0
250	1.06E+00	7.33E+05	1	1	72	2	1
251	1.06E+00	7.33E+05	1	1	72	3	1
253	1.13E+00	7.33E+05	1	1	73	2	1
252	6.25E-01	7.33E+05	1	1	73	3	1
254	1.64E+00	7.33E+05	1	1	74	2	1
255	1.50E+00	7.33E+05	1	1	74	3	1
1744	7.92E-01	7.33E+05	2	1	75	1	0
1745	1.39E+00	7.33E+05	2	1	76	1	0
256	2.02E+00	7.33E+05	1	1	77	1	0
257	1.54E+00	7.33E+05	1	1	78	1	0
258	1.44E+00	7.33E+05	1	1	79	2	1
259	1.13E+00	7.33E+05	1	1	79	3	1
260	2.04E+00	7.33E+05	1	1	80	2	1
1748	3.18E+00	7.33E+05	2	1	80	12	3
1747	3.15E+00	7.33E+05	2	1	80	13	3
1746	3.12E+00	7.33E+05	2	1	80	14	3
1749	3.19E+00	7.33E+05	2	1	80	15	3
1750	6.12E-01	7.33E+05	2	1	81	1	0
262	6.25E-01	7.33E+05	1	1	82	2	1
261	3.69E-01	7.33E+05	1	1	82	3	1
263	2.10E+00	7.33E+05	1	1	83	15	3
270	2.41E+00	7.33E+05	1	1	83	16	4
267	2.49E+00	7.33E+05	1	1	83	17	4
266	2.49E+00	7.33E+05	1	1	83	18	4
264	2.38E+00	7.33E+05	1	1	83	19	4
268	2.27E+00	7.33E+05	1	1	83	20	4
265	2.34E+00	7.33E+05	1	1	83	21	4
271	2.29E+00	7.33E+05	1	1	83	22	4
273	2.04E+00	7.33E+05	1	1	83	23	4
274	2.11E+00	7.33E+05	1	1	83	24	4
275	2.15E+00	7.33E+05	1	1	83	25	4
269	2.16E+00	7.33E+05	1	1	83	26	4
272	2.16E+00	7.33E+05	1	1	83	27	4
276	2.46E+00	7.33E+05	1	1	83	28	4
277	2.22E+00	7.33E+05	1	1	83	29	4
1751	1.02E+00	7.33E+05	2	1	84	2	1
1753	1.68E+00	7.33E+05	2	1	84	6	2
1752	1.34E+00	7.33E+05	2	1	84	7	2
278	1.05E+00	7.33E+05	1	1	85	2	1
279	1.05E+00	7.33E+05	1	1	85	3	1
1754	8.99E-01	7.33E+05	2	1	87	1	0
1755	8.26E-01	7.33E+05	2	1	88	2	1
1756	8.31E-01	7.33E+05	2	1	88	3	1
280	7.94E-01	7.33E+05	1	1	89	2	1
281	7.94E-01	7.33E+05	1	1	89	3	1
1757	7.98E-01	7.33E+05	2	1	90	1	0
1758	8.26E-01	7.33E+05	2	1	91	1	0
282	6.25E-01	7.33E+05	1	1	92	2	1
283	6.25E-01	7.33E+05	1	1	92	3	1
1759	1.13E-01	7.33E+05	2	1	93	1	0
284	1.04E+00	7.33E+05	1	1	94	2	1
1760	9.39E-01	7.33E+05	2	1	94	3	1
285	6.22E-01	7.33E+05	1	1	95	1	0
286	6.29E-01	7.33E+05	1	1	96	1	0
287	2.07E+00	7.33E+05	1	1	97	2	1
288	2.25E+00	7.33E+05	1	1	97	3	1
289	9.62E-01	7.33E+05	1	1	98	2	1
290	9.62E-01	7.33E+05	1	1	98	3	1
292	1.05E+00	7.33E+05	1	1	99	2	1
291	1.05E+00	7.33E+05	1	1	99	3	1
1761	6.12E-01	7.33E+05	2	1	100	1	0
293	1.14E+00	7.33E+05	1	1	101	2	1
294	2.79E+00	7.33E+05	1	1	101	26	4
295	2.89E+00	7.33E+05	1	1	101	28	4
1763	3.11E+00	7.33E+05	2	1	101	29	4
1764	3.13E+00	7.33E+05	2	1	101	30	4
1762	3.09E+00	7.33E+05	2	1	101	31	4
296	8.78E-01	7.33E+05	1	1	102	2	1
297	7.09E-01	7.33E+05	1	1	102	3	1
298	6.25E-01	7.33E+05	1	1	103	2	1
299	8.86E-01	7.33E+05	1	1	103	3	1
