	Event_Time	Start_Time	Cause	Growth_Factor	Clone	Progenitor	Generation
639	1.18E+00	7.33E+05	1	1	249	13	3
637	1.18E+00	7.33E+05	1	1	249	14	3
640	1.18E+00	7.33E+05	1	1	249	15	3
1425	1.97E+00	7.33E+05	0	1	250	16	4
1426	1.97E+00	7.33E+05	0	1	250	17	4
1424	1.97E+00	7.33E+05	0	1	250	18	4
1423	1.97E+00	7.33E+05	0	1	250	19	4
1432	2.06E+00	7.33E+05	0	1	250	21	4
1428	2.01E+00	7.33E+05	0	1	250	22	4
1436	2.22E+00	7.33E+05	0	1	250	23	4
1430	1.96E+00	7.33E+05	0	1	250	24	4
1431	1.96E+00	7.33E+05	0	1	250	25	4
1434	1.99E+00	7.33E+05	0	1	250	26	4
1435	2.00E+00	7.33E+05	0	1	250	27	4
1427	1.87E+00	7.33E+05	0	1	250	28	4
1433	1.97E+00	7.33E+05	0	1	250	29	4
1422	1.85E+00	7.33E+05	0	1	250	30	4
1429	1.96E+00	7.33E+05	0	1	250	31	4
1437	1.56E+00	7.33E+05	0	1	251	2	1
1438	2.38E+00	7.33E+05	0	1	251	3	1
1439	1.83E+00	7.33E+05	0	1	252	25	4
642	1.95E-01	7.33E+05	1	1	253	1	0
1825	2.07E+00	7.33E+05	2	1	254	1	0
643	2.59E-01	7.33E+05	1	1	255	1	0
1440	7.72E-01	7.33E+05	0	1	257	3	1
1443	1.86E+00	7.33E+05	0	1	257	17	4
1441	1.86E+00	7.33E+05	0	1	257	18	4
1442	1.86E+00	7.33E+05	0	1	257	19	4
1444	1.85E+00	7.33E+05	0	1	257	20	4
1445	1.86E+00	7.33E+05	0	1	257	21	4
1446	2.07E+00	7.33E+05	0	1	257	32	5
1448	2.11E+00	7.33E+05	0	1	257	33	5
1450	2.09E+00	7.33E+05	0	1	257	44	5
644	2.84E+00	7.33E+05	1	1	257	45	5
1449	2.12E+00	7.33E+05	0	1	257	46	5
1447	2.11E+00	7.33E+05	0	1	257	47	5
645	3.42E+00	7.33E+05	1	1	257	90	6
649	1.19E+00	7.33E+05	1	1	258	8	3
646	1.19E+00	7.33E+05	1	1	258	9	3
648	1.19E+00	7.33E+05	1	1	258	10	3
653	1.34E+00	7.33E+05	1	1	258	11	3
650	1.19E+00	7.33E+05	1	1	258	12	3
647	1.19E+00	7.33E+05	1	1	258	13	3
651	1.34E+00	7.33E+05	1	1	258	14	3
652	1.34E+00	7.33E+05	1	1	258	15	3
656	1.18E+00	7.33E+05	1	1	259	8	3
657	1.18E+00	7.33E+05	1	1	259	9	3
655	1.18E+00	7.33E+05	1	1	259	12	3
654	1.19E+00	7.33E+05	1	1	259	13	3
664	1.48E+00	7.33E+05	1	1	259	20	4
663	1.48E+00	7.33E+05	1	1	259	21	4
662	1.48E+00	7.33E+05	1	1	259	22	4
661	1.48E+00	7.33E+05	1	1	259	23	4
660	1.48E+00	7.33E+05	1	1	259	28	4
659	1.48E+00	7.33E+05	1	1	259	29	4
658	1.33E+00	7.33E+05	1	1	259	30	4
1451	3.38E-01	7.33E+05	0	1	260	2	1
1452	3.65E-01	7.33E+05	0	1	260	3	1
666	8.96E-01	7.33E+05	1	1	261	4	2
665	8.98E-01	7.33E+05	1	1	261	5	2
668	7.65E-01	7.33E+05	1	1	261	6	2
667	7.47E-01	7.33E+05	1	1	261	7	2
669	7.72E-01	7.33E+05	1	1	262	4	2
672	7.72E-01	7.33E+05	1	1	262	5	2
670	7.72E-01	7.33E+05	1	1	262	6	2
671	7.75E-01	7.33E+05	1	1	262	7	2
673	7.55E-01	7.33E+05	1	1	263	3	1
675	9.01E-01	7.33E+05	1	1	263	4	2
674	1.05E+00	7.33E+05	1	1	263	5	2
676	7.43E-01	7.33E+05	1	1	264	2	1
677	7.45E-01	7.33E+05	1	1	264	3	1
1826	1.09E+00	7.33E+05	2	1	265	1	0
1453	2.30E-01	7.33E+05	0	1	266	1	0
1454	1.55E-01	7.33E+05	0	1	267	2	1
1455	1.55E-01	7.33E+05	0	1	267	3	1
678	1.72E-02	7.33E+05	1	1	268	1	0
679	1.23E-02	7.33E+05	1	1	269	1	0
680	2.47E-02	7.33E+05	1	2	1	1	0
681	9.62E-01	7.33E+05	1	2	2	4	2
682	1.05E+00	7.33E+05	1	2	2	5	2
684	1.49E+00	7.33E+05	1	2	2	12	3
683	1.40E+00	7.33E+05	1	2	2	14	3
685	1.40E+00	7.33E+05	1	2	2	15	3
1456	2.02E+00	7.33E+05	0	2	2	26	4
1457	2.02E+00	7.33E+05	0	2	2	27	4
686	9.62E-01	7.33E+05	1	2	3	2	1
687	9.62E-01	7.33E+05	1	2	3	3	1
1458	1.33E+00	7.33E+05	0	2	4	4	2
1459	1.69E+00	7.33E+05	0	2	4	5	2
1460	1.68E+00	7.33E+05	0	2	4	6	2
1461	2.02E+00	7.33E+05	0	2	4	15	3
1462	2.02E+00	7.33E+05	0	2	4	28	4
1463	2.02E+00	7.33E+05	0	2	4	29	4
1827	1.34E-01	7.33E+05	2	2	5	1	0
1464	1.57E+00	7.33E+05	0	2	6	7	2
1465	1.57E+00	7.33E+05	0	2	6	9	3
1468	2.02E+00	7.33E+05	0	2	6	10	3
1469	2.02E+00	7.33E+05	0	2	6	11	3
1466	1.68E+00	7.33E+05	0	2	6	12	3
1467	1.68E+00	7.33E+05	0	2	6	13	3
1470	2.00E+00	7.33E+05	0	2	6	16	4
1471	2.01E+00	7.33E+05	0	2	6	17	4
1828	4.53E-01	7.33E+05	2	2	7	2	1
1829	4.67E-01	7.33E+05	2	2	7	3	1
689	1.49E+00	7.33E+05	1	2	8	2	1
688	1.49E+00	7.33E+05	1	2	8	3	1
690	1.74E-01	7.33E+05	1	2	9	1	0
691	8.69E-02	7.33E+05	1	2	10	1	0
692	4.37E-01	7.33E+05	1	2	11	1	0
693	3.44E-01	7.33E+05	1	2	12	1	0
694	8.26E-01	7.33E+05	1	2	12	2	1
695	8.00E-02	7.33E+05	1	2	13	1	0
696	8.85E-01	7.33E+05	1	2	13	2	1
698	3.27E-01	7.33E+05	1	2	14	2	1
697	3.27E-01	7.33E+05	1	2	14	3	1
700	1.90E+00	7.33E+05	1	2	14	30	4
699	1.84E+00	7.33E+05	1	2	14	31	4
701	8.54E-01	7.33E+05	1	2	15	2	1
702	7.67E-01	7.33E+05	1	2	15	3	1
703	3.27E-01	7.33E+05	1	2	16	1	0
704	1.88E-01	7.33E+05	1	2	17	1	0
705	5.90E-01	7.33E+05	1	2	18	2	1
706	5.90E-01	7.33E+05	1	2	18	3	1
708	6.33E-01	7.33E+05	1	2	19	2	1
707	6.33E-01	7.33E+05	1	2	19	3	1
1475	4.83E+00	7.33E+05	0	2	20	16	4
1834	2.99E+00	7.33E+05	2	2	20	17	4
1833	2.93E+00	7.33E+05	2	2	20	18	4
1835	3.00E+00	7.33E+05	2	2	20	19	4
1830	2.49E+00	7.33E+05	2	2	20	20	4
709	1.71E+00	7.33E+05	1	2	20	21	4
1831	2.72E+00	7.33E+05	2	2	20	22	4
710	1.76E+00	7.33E+05	1	2	20	23	4
1836	3.53E+00	7.33E+05	2	2	20	24	4
1473	4.83E+00	7.33E+05	0	2	20	25	4
1472	4.84E+00	7.33E+05	0	2	20	26	4
1837	4.29E+00	7.33E+05	2	2	20	27	4
1832	2.97E+00	7.33E+05	2	2	20	28	4
1474	4.83E+00	7.33E+05	0	2	20	29	4
1838	4.09E+00	7.33E+05	2	2	20	30	4
1476	4.83E+00	7.33E+05	0	2	20	63	5
1478	4.88E+00	7.33E+05	0	2	20	124	6
1477	4.87E+00	7.33E+05	0	2	20	125	6
711	1.46E-01	7.33E+05	1	2	21	1	0
712	2.48E+00	7.33E+05	1	2	21	13	3
714	1.22E+00	7.33E+05	1	2	22	4	2
716	1.22E+00	7.33E+05	1	2	22	5	2
713	1.22E+00	7.33E+05	1	2	22	6	2
715	1.22E+00	7.33E+05	1	2	22	7	2
717	1.74E-01	7.33E+05	1	2	23	1	0
718	2.59E-01	7.33E+05	1	2	24	1	0
719	4.01E-01	7.33E+05	1	2	25	2	1
720	6.40E-01	7.33E+05	1	2	25	3	1
721	2.62E-02	7.33E+05	1	2	26	1	0
722	2.62E-02	7.33E+05	1	2	27	1	0
723	2.62E-02	7.33E+05	1	2	28	1	0
724	2.62E-02	7.33E+05	1	2	29	1	0
725	9.56E-01	7.33E+05	1	2	29	3	1
727	1.97E+00	7.33E+05	1	2	30	6	2
726	1.96E+00	7.33E+05	1	2	30	7	2
730	2.46E+00	7.33E+05	1	2	30	8	3
729	2.42E+00	7.33E+05	1	2	30	9	3
731	2.37E+00	7.33E+05	1	2	30	10	3
728	2.36E+00	7.33E+05	1	2	30	11	3
732	4.46E+00	7.33E+05	1	2	30	27	4
733	1.42E+00	7.33E+05	1	2	31	4	2
736	1.42E+00	7.33E+05	1	2	31	5	2
735	1.42E+00	7.33E+05	1	2	31	6	2
734	1.42E+00	7.33E+05	1	2	31	7	2
740	2.23E+00	7.33E+05	1	2	31	8	3
738	2.23E+00	7.33E+05	1	2	31	9	3
739	2.43E+00	7.33E+05	1	2	31	14	3
737	2.43E+00	7.33E+05	1	2	31	15	3
741	4.41E+00	7.33E+05	1	2	31	16	4
742	9.71E-01	7.33E+05	1	2	32	2	1
743	1.23E+00	7.33E+05	1	2	32	3	1
745	1.72E+00	7.33E+05	1	2	32	8	3
744	1.72E+00	7.33E+05	1	2	32	9	3
746	9.66E-01	7.33E+05	1	2	33	2	1
747	9.66E-01	7.33E+05	1	2	33	3	1
749	1.76E+00	7.33E+05	1	2	34	11	3
750	1.76E+00	7.33E+05	1	2	34	12	3
748	1.76E+00	7.33E+05	1	2	34	13	3
751	1.76E+00	7.33E+05	1	2	34	16	4
752	1.76E+00	7.33E+05	1	2	34	17	4
757	1.76E+00	7.33E+05	1	2	34	18	4
755	1.76E+00	7.33E+05	1	2	34	19	4
759	2.31E+00	7.33E+05	1	2	34	27	4
758	2.02E+00	7.33E+05	1	2	34	28	4
756	2.02E+00	7.33E+05	1	2	34	29	4
754	2.02E+00	7.33E+05	1	2	34	30	4
753	2.02E+00	7.33E+05	1	2	34	31	4
760	2.26E+00	7.33E+05	1	2	34	40	5
1480	2.50E+00	7.33E+05	0	2	34	41	5
1839	3.37E+00	7.33E+05	2	2	34	42	5
1479	2.19E+00	7.33E+05	0	2	34	43	5
761	1.81E+00	7.33E+05	1	2	35	2	1
762	1.76E+00	7.33E+05	1	2	35	3	1
763	9.62E-01	7.33E+05	1	2	36	2	1
765	1.40E+00	7.33E+05	1	2	36	6	2
764	1.40E+00	7.33E+05	1	2	36	7	2
766	1.40E+00	7.33E+05	1	2	37	5	2
771	1.76E+00	7.33E+05	1	2	37	8	3
772	1.76E+00	7.33E+05	1	2	37	9	3
768	1.76E+00	7.33E+05	1	2	37	12	3
770	1.76E+00	7.33E+05	1	2	37	13	3
767	1.76E+00	7.33E+05	1	2	37	14	3
769	1.76E+00	7.33E+05	1	2	37	15	3
773	2.61E-01	7.33E+05	1	2	38	1	0
774	7.88E-01	7.33E+05	1	2	39	3	1
775	1.22E+00	7.33E+05	1	2	39	4	2
776	1.22E+00	7.33E+05	1	2	39	5	2
778	1.95E+00	7.33E+05	1	2	39	20	4
777	1.95E+00	7.33E+05	1	2	39	21	4
779	8.75E-01	7.33E+05	1	2	40	2	1
780	8.75E-01	7.33E+05	1	2	40	3	1
782	1.74E-01	7.33E+05	1	2	41	2	1
781	1.74E-01	7.33E+05	1	2	41	3	1
783	7.88E-01	7.33E+05	1	2	42	2	1
784	7.88E-01	7.33E+05	1	2	42	3	1
785	5.24E-01	7.33E+05	1	2	43	2	1
786	5.24E-01	7.33E+05	1	2	43	3	1
787	7.88E-01	7.33E+05	1	2	44	2	1
788	7.88E-01	7.33E+05	1	2	44	3	1
789	3.48E-01	7.33E+05	1	2	45	1	0
790	5.12E+00	7.33E+05	1	2	45	32	5
1481	1.54E+00	7.33E+05	0	2	46	3	1
1840	2.88E+00	7.33E+05	2	2	46	4	2
1482	2.78E+00	7.33E+05	0	2	46	10	3
1841	3.25E+00	7.33E+05	2	2	46	11	3
791	1.67E+00	7.33E+05	1	2	47	8	3
1842	1.55E+00	7.33E+05	2	2	47	10	3
1483	3.13E+00	7.33E+05	0	2	47	19	4
1484	6.55E+00	7.33E+05	0	2	47	22	4
1843	5.37E+00	7.33E+05	2	2	47	46	5
1488	5.14E+00	7.33E+05	0	2	47	52	5
1485	2.91E+00	7.33E+05	0	2	47	53	5
1486	4.09E+00	7.33E+05	0	2	47	55	5
1487	5.73E+00	7.33E+05	0	2	47	58	5
1497	6.74E+00	7.33E+05	0	2	47	72	6
1498	6.74E+00	7.33E+05	0	2	47	73	6
1505	6.74E+00	7.33E+05	0	2	47	74	6
1504	6.71E+00	7.33E+05	0	2	47	75	6
1494	6.74E+00	7.33E+05	0	2	47	94	6
1495	6.74E+00	7.33E+05	0	2	47	95	6
1502	6.74E+00	7.33E+05	0	2	47	100	6
1503	6.74E+00	7.33E+05	0	2	47	101	6
1499	6.74E+00	7.33E+05	0	2	47	102	6
1496	6.71E+00	7.33E+05	0	2	47	103	6
1491	6.74E+00	7.33E+05	0	2	47	108	6
1492	6.74E+00	7.33E+05	0	2	47	109	6
1506	6.74E+00	7.33E+05	0	2	47	115	6
1507	6.74E+00	7.33E+05	0	2	47	121	6
1490	4.56E+00	7.33E+05	0	2	47	123	6
1500	6.74E+00	7.33E+05	0	2	47	124	6
1501	6.74E+00	7.33E+05	0	2	47	125	6
1489	6.74E+00	7.33E+05	0	2	47	126	6
1493	6.74E+00	7.33E+05	0	2	47	127	6
1526	6.74E+00	7.33E+05	0	2	47	192	7
1521	6.74E+00	7.33E+05	0	2	47	194	7
1515	6.50E+00	7.33E+05	0	2	47	195	7
1516	6.74E+00	7.33E+05	0	2	47	197	7
1513	6.74E+00	7.33E+05	0	2	47	198	7
1514	6.74E+00	7.33E+05	0	2	47	199	7
1524	6.74E+00	7.33E+05	0	2	47	224	7
1525	6.74E+00	7.33E+05	0	2	47	225	7
1522	6.74E+00	7.33E+05	0	2	47	226	7
1523	6.74E+00	7.33E+05	0	2	47	227	7
1844	5.90E+00	7.33E+05	2	2	47	228	7
1510	6.74E+00	7.33E+05	0	2	47	229	7
1508	6.74E+00	7.33E+05	0	2	47	236	7
1509	6.74E+00	7.33E+05	0	2	47	237	7
1519	6.74E+00	7.33E+05	0	2	47	238	7
1520	6.74E+00	7.33E+05	0	2	47	239	7
1517	6.74E+00	7.33E+05	0	2	47	240	7
1518	6.74E+00	7.33E+05	0	2	47	241	7
1511	6.74E+00	7.33E+05	0	2	47	244	7
1512	6.74E+00	7.33E+05	0	2	47	245	7
1527	6.74E+00	7.33E+05	0	2	47	386	8
1528	6.74E+00	7.33E+05	0	2	47	387	8
1529	6.74E+00	7.33E+05	0	2	47	392	8
1530	6.74E+00	7.33E+05	0	2	47	393	8
792	1.52E-01	7.33E+05	1	2	48	1	0
793	3.65E-01	7.33E+05	1	2	49	1	0
794	3.99E-01	7.33E+05	1	2	50	1	0
1531	2.01E+00	7.33E+05	0	2	51	2	1
1845	1.57E+00	7.33E+05	2	2	51	7	2
1532	2.01E+00	7.33E+05	0	2	51	12	3
1533	2.01E+00	7.33E+05	0	2	51	13	3
795	2.05E-01	7.33E+05	1	2	52	1	0
796	7.14E-02	7.33E+05	1	2	53	1	0
797	3.11E-01	7.33E+05	1	2	54	1	0
798	1.33E+00	7.33E+05	1	2	54	14	3
799	4.48E+00	7.33E+05	1	2	54	17	4
801	2.83E-01	7.33E+05	1	2	55	2	1
800	3.87E-01	7.33E+05	1	2	55	3	1
803	4.57E+00	7.33E+05	1	2	55	17	4
802	4.49E+00	7.33E+05	1	2	55	19	4
804	4.32E+00	7.33E+05	1	2	55	41	5
805	3.37E-01	7.33E+05	1	2	56	1	0
806	4.34E+00	7.33E+05	1	2	56	22	4
808	2.29E+00	7.33E+05	1	2	57	8	3
809	2.23E+00	7.33E+05	1	2	57	9	3
810	2.26E+00	7.33E+05	1	2	57	10	3
807	2.19E+00	7.33E+05	1	2	57	11	3
811	2.38E+00	7.33E+05	1	2	57	14	3
812	2.28E+00	7.33E+05	1	2	57	15	3
815	2.78E+00	7.33E+05	1	2	57	24	4
814	2.59E+00	7.33E+05	1	2	57	25	4
816	2.65E+00	7.33E+05	1	2	57	26	4
813	2.65E+00	7.33E+05	1	2	57	27	4
818	5.17E+00	7.33E+05	1	2	57	67	6
817	5.17E+00	7.33E+05	1	2	57	101	6
820	6.63E-01	7.33E+05	1	2	58	2	1
819	6.35E-01	7.33E+05	1	2	58	3	1
821	2.36E-01	7.33E+05	1	2	59	1	0
822	8.68E-01	7.33E+05	1	2	60	2	1
823	9.24E-01	7.33E+05	1	2	60	3	1
824	5.31E-01	7.33E+05	1	2	61	2	1
825	5.00E-01	7.33E+05	1	2	61	3	1
826	4.56E+00	7.33E+05	1	2	61	7	2
827	5.65E-01	7.33E+05	1	2	62	2	1
828	6.38E-01	7.33E+05	1	2	62	3	1
1848	2.99E+00	7.33E+05	2	2	63	4	2
1846	2.64E+00	7.33E+05	2	2	63	6	2
1847	2.70E+00	7.33E+05	2	2	63	7	2
1850	3.38E+00	7.33E+05	2	2	63	10	3
1849	3.23E+00	7.33E+05	2	2	63	11	3
829	1.71E-01	7.33E+05	1	2	64	1	0
830	1.95E+00	7.33E+05	1	2	64	19	4
831	2.75E+00	7.33E+05	1	2	64	52	5
833	3.91E+00	7.33E+05	1	2	64	74	6
832	4.67E+00	7.33E+05	1	2	64	115	6
835	4.01E-01	7.33E+05	1	2	65	2	1
834	4.01E-01	7.33E+05	1	2	65	3	1
1534	2.03E+00	7.33E+05	0	2	66	11	3
1853	1.82E+00	7.33E+05	2	2	66	13	3
1851	1.66E+00	7.33E+05	2	2	66	14	3
1852	1.76E+00	7.33E+05	2	2	66	15	3
1541	2.03E+00	7.33E+05	0	2	66	16	4
1542	2.03E+00	7.33E+05	0	2	66	17	4
1539	2.03E+00	7.33E+05	0	2	66	18	4
1540	2.03E+00	7.33E+05	0	2	66	19	4
1537	2.03E+00	7.33E+05	0	2	66	20	4
1538	2.03E+00	7.33E+05	0	2	66	21	4
1535	2.03E+00	7.33E+05	0	2	66	24	4
1536	2.03E+00	7.33E+05	0	2	66	25	4
1854	8.98E-02	7.33E+05	2	2	67	1	0
836	9.71E-01	7.33E+05	1	2	68	2	1
837	9.71E-01	7.33E+05	1	2	68	3	1
1855	1.47E+00	7.33E+05	2	2	69	1	0
1856	5.93E-01	7.33E+05	2	2	70	1	0
1857	9.95E-01	7.33E+05	2	2	71	1	0
1543	9.86E-01	7.33E+05	0	2	72	7	2
1544	2.03E+00	7.33E+05	0	2	72	16	4
1545	2.03E+00	7.33E+05	0	2	72	17	4
1546	2.03E+00	7.33E+05	0	2	72	18	4
1858	1.85E+00	7.33E+05	2	2	72	19	4
1547	2.03E+00	7.33E+05	0	2	72	24	4
1548	2.03E+00	7.33E+05	0	2	72	25	4
1549	2.03E+00	7.33E+05	0	2	72	26	4
1550	2.03E+00	7.33E+05	0	2	72	27	4
1553	2.03E+00	7.33E+05	0	2	72	42	5
1554	2.03E+00	7.33E+05	0	2	72	43	5
1555	2.03E+00	7.33E+05	0	2	72	44	5
1556	2.03E+00	7.33E+05	0	2	72	45	5
1551	2.03E+00	7.33E+05	0	2	72	46	5
1552	2.03E+00	7.33E+05	0	2	72	47	5
838	6.07E-01	7.33E+05	1	2	73	2	1
839	6.07E-01	7.33E+05	1	2	73	3	1
1860	1.72E+00	7.33E+05	2	2	74	2	1
1859	1.58E+00	7.33E+05	2	2	74	3	1
1861	1.08E-01	7.33E+05	2	2	75	1	0
841	6.07E-01	7.33E+05	1	2	76	2	1
840	6.07E-01	7.33E+05	1	2	76	3	1
842	2.41E-01	7.33E+05	1	2	77	1	0
843	6.73E-01	7.33E+05	1	2	78	3	1
844	9.89E-01	7.33E+05	1	2	78	4	2
845	9.68E-01	7.33E+05	1	2	78	5	2
848	4.76E+00	7.33E+05	1	2	78	42	5
847	4.71E+00	7.33E+05	1	2	78	48	5
846	4.71E+00	7.33E+05	1	2	78	54	5
849	3.22E-01	7.33E+05	1	2	79	1	0
850	2.74E+00	7.33E+05	1	2	79	31	4
853	4.43E+00	7.33E+05	1	2	79	97	6
851	4.44E+00	7.33E+05	1	2	79	99	6
852	4.40E+00	7.33E+05	1	2	79	103	6
854	4.84E-01	7.33E+05	1	2	80	2	1
855	7.01E-01	7.33E+05	1	2	80	3	1
856	4.71E+00	7.33E+05	1	2	80	19	4
1862	5.19E-01	7.33E+05	2	2	81	2	1
1863	1.07E+00	7.33E+05	2	2	81	3	1
857	7.36E-01	7.33E+05	1	2	82	2	1
858	8.35E-01	7.33E+05	1	2	82	3	1
859	5.12E-01	7.33E+05	1	2	83	1	0
860	4.54E+00	7.33E+05	1	2	83	29	4
861	5.16E-01	7.33E+05	1	2	84	2	1
862	5.16E-01	7.33E+05	1	2	84	3	1
863	2.22E-01	7.33E+05	1	2	85	1	0
864	3.56E-01	7.33E+05	1	2	86	1	0
865	3.00E-01	7.33E+05	1	2	87	1	0
1557	5.45E-01	7.33E+05	0	2	88	3	1
1558	2.07E+00	7.33E+05	0	2	88	9	3
1864	1.51E+00	7.33E+05	2	2	88	10	3
1559	2.07E+00	7.33E+05	0	2	88	16	4
1560	2.07E+00	7.33E+05	0	2	88	17	4
1561	2.07E+00	7.33E+05	0	2	88	22	4
1562	2.07E+00	7.33E+05	0	2	88	23	4
1865	1.26E+00	7.33E+05	2	2	89	1	0
867	8.61E-01	7.33E+05	1	2	90	2	1
866	7.77E-01	7.33E+05	1	2	90	3	1
868	1.13E+00	7.33E+05	1	2	91	1	0
1866	7.29E-01	7.33E+05	2	2	92	1	0
870	2.11E+00	7.33E+05	1	2	93	4	2
872	2.38E+00	7.33E+05	1	2	93	5	2
869	2.11E+00	7.33E+05	1	2	93	6	2
871	2.21E+00	7.33E+05	1	2	93	7	2
1867	1.40E+00	7.33E+05	2	2	94	2	1
1868	1.97E+00	7.33E+05	2	2	94	3	1
873	5.96E-01	7.33E+05	1	2	95	2	1
874	5.96E-01	7.33E+05	1	2	95	3	1
1869	1.03E+00	7.33E+05	2	2	96	1	0
875	5.21E-01	7.33E+05	1	2	97	1	0
877	1.54E+00	7.33E+05	1	2	98	4	2
876	1.28E+00	7.33E+05	1	2	98	7	2
879	1.71E+00	7.33E+05	1	2	98	10	3
878	1.71E+00	7.33E+05	1	2	98	11	3
883	2.05E+00	7.33E+05	1	2	98	24	4
882	1.78E+00	7.33E+05	1	2	98	25	4
880	1.78E+00	7.33E+05	1	2	98	26	4
881	1.78E+00	7.33E+05	1	2	98	27	4
1870	1.35E+00	7.33E+05	2	2	99	1	0
884	1.28E+00	7.33E+05	1	2	100	4	2
885	1.37E+00	7.33E+05	1	2	100	5	2
886	1.54E+00	7.33E+05	1	2	100	6	2
888	2.30E+00	7.33E+05	1	2	100	14	3
887	2.05E+00	7.33E+05	1	2	100	15	3
889	1.03E+00	7.33E+05	1	2	101	7	2
890	1.54E+00	7.33E+05	1	2	101	8	3
892	1.54E+00	7.33E+05	1	2	101	9	3
893	1.45E+00	7.33E+05	1	2	101	12	3
891	1.45E+00	7.33E+05	1	2	101	13	3
1871	2.51E+00	7.33E+05	2	2	101	20	4
894	2.38E+00	7.33E+05	1	2	101	22	4
1566	2.88E+00	7.33E+05	0	2	101	42	5
1565	2.86E+00	7.33E+05	0	2	101	43	5
1563	3.05E+00	7.33E+05	0	2	101	46	5
1564	3.09E+00	7.33E+05	0	2	101	47	5
895	4.36E-01	7.33E+05	1	2	102	1	0
897	8.61E-01	7.33E+05	1	2	103	6	2
896	8.61E-01	7.33E+05	1	2	103	7	2
901	1.37E+00	7.33E+05	1	2	103	8	3
899	1.37E+00	7.33E+05	1	2	103	9	3
900	1.37E+00	7.33E+05	1	2	103	10	3
898	1.37E+00	7.33E+05	1	2	103	11	3
902	4.36E-01	7.33E+05	1	2	104	1	0
903	6.93E-01	7.33E+05	1	2	105	2	1
905	1.11E+00	7.33E+05	1	2	105	6	2
904	1.11E+00	7.33E+05	1	2	105	7	2
906	6.08E-01	7.33E+05	1	2	106	2	1
907	4.36E-01	7.33E+05	1	2	106	3	1
909	7.39E-01	7.33E+05	1	2	106	4	2
908	7.39E-01	7.33E+05	1	2	106	5	2
911	6.08E-01	7.33E+05	1	2	107	2	1
910	6.08E-01	7.33E+05	1	2	107	3	1
912	5.21E-01	7.33E+05	1	2	108	2	1
913	5.21E-01	7.33E+05	1	2	108	3	1
922	3.15E+00	7.33E+05	1	2	109	32	5
924	3.15E+00	7.33E+05	1	2	109	33	5
927	3.31E+00	7.33E+05	1	2	109	34	5
915	3.24E+00	7.33E+05	1	2	109	40	5
1872	3.11E+00	7.33E+05	2	2	109	41	5
928	3.24E+00	7.33E+05	1	2	109	42	5
914	3.24E+00	7.33E+05	1	2	109	43	5
923	3.15E+00	7.33E+05	1	2	109	44	5
920	3.15E+00	7.33E+05	1	2	109	45	5
921	3.16E+00	7.33E+05	1	2	109	46	5
925	3.16E+00	7.33E+05	1	2	109	47	5
919	3.07E+00	7.33E+05	1	2	109	49	5
918	3.07E+00	7.33E+05	1	2	109	50	5
917	3.07E+00	7.33E+05	1	2	109	51	5
931	3.24E+00	7.33E+05	1	2	109	52	5
930	3.24E+00	7.33E+05	1	2	109	53	5
926	3.15E+00	7.33E+05	1	2	109	54	5
929	3.22E+00	7.33E+05	1	2	109	55	5
916	2.73E+00	7.33E+05	1	2	109	63	5
950	3.66E+00	7.33E+05	1	2	109	70	6
954	3.66E+00	7.33E+05	1	2	109	71	6
932	3.49E+00	7.33E+05	1	2	109	72	6
933	3.49E+00	7.33E+05	1	2	109	73	6
938	3.49E+00	7.33E+05	1	2	109	74	6
947	3.49E+00	7.33E+05	1	2	109	75	6
937	3.82E+00	7.33E+05	1	2	109	76	6
1567	3.52E+00	7.33E+05	0	2	109	77	6
945	3.82E+00	7.33E+05	1	2	109	78	6
944	3.82E+00	7.33E+05	1	2	109	79	6
943	3.45E+00	7.33E+05	1	2	109	96	6
940	3.39E+00	7.33E+05	1	2	109	97	6
956	3.24E+00	7.33E+05	1	2	109	112	6
955	3.24E+00	7.33E+05	1	2	109	113	6
951	3.24E+00	7.33E+05	1	2	109	114	6
952	3.24E+00	7.33E+05	1	2	109	115	6
941	3.24E+00	7.33E+05	1	2	109	116	6
942	3.24E+00	7.33E+05	1	2	109	117	6
939	3.24E+00	7.33E+05	1	2	109	118	6
935	3.24E+00	7.33E+05	1	2	109	119	6
953	3.15E+00	7.33E+05	1	2	109	120	6
949	3.15E+00	7.33E+05	1	2	109	121	6
934	3.15E+00	7.33E+05	1	2	109	122	6
936	3.15E+00	7.33E+05	1	2	109	123	6
946	3.15E+00	7.33E+05	1	2	109	124	6
948	3.21E+00	7.33E+05	1	2	109	125	6
957	6.08E-01	7.33E+05	1	2	110	2	1
958	6.08E-01	7.33E+05	1	2	110	3	1
960	1.71E+00	7.33E+05	1	2	111	10	3
962	1.62E+00	7.33E+05	1	2	111	12	3
959	1.54E+00	7.33E+05	1	2	111	13	3
963	1.62E+00	7.33E+05	1	2	111	14	3
961	1.62E+00	7.33E+05	1	2	111	15	3
968	2.05E+00	7.33E+05	1	2	111	16	4
969	1.99E+00	7.33E+05	1	2	111	17	4
967	2.05E+00	7.33E+05	1	2	111	18	4
965	2.05E+00	7.33E+05	1	2	111	19	4
964	2.05E+00	7.33E+05	1	2	111	22	4
966	2.05E+00	7.33E+05	1	2	111	23	4
970	1.45E+00	7.33E+05	1	2	112	4	2
973	1.45E+00	7.33E+05	1	2	112	5	2
971	1.45E+00	7.33E+05	1	2	112	6	2
972	1.45E+00	7.33E+05	1	2	112	7	2
